node_id,node_type,node_subtype,degree,source,source_edge,name,notes,display_group,display_color,display_label,infra_field,infra_type,infra_class,infra_category,infra_name,display_name,gate_name,gate_name_status,needs_gate_name_review,snap_dist_m,index_right,grid_x,grid_y,grid_id,lat,lon,cell_seq,grid_node_code
INF_0345,infrastructure,tourism:viewpoint,,infrastructure,E03821,Viewpoint,useful_infrastructure; tourism:viewpoint,infrastructure,#9467bd,Information / landmark,tourism,viewpoint,Information / landmark,Information / landmark,Viewpoint,Viewpoint,,,False,11.479599618453506,20,5,1,51,40.79530259999999,-73.9522479,16,51016
N2294,junction,,3.0,graph,,N2294,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79468609667564,-73.95227929925792,17,51017
N2285,junction,,3.0,graph,,N2285,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79466459817478,-73.95226490350518,18,51018
N3706,dead_end,,1.0,graph,,N3706,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794648801540404,-73.95167030172036,19,51019
N2289,junction,,3.0,graph,,N2289,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79458000071823,-73.9519574058743,20,51020
N2290,junction,,3.0,graph,,N2290,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79453560204949,-73.95175449892987,21,51021
N3700,junction,,3.0,graph,,N3700,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79452249835349,-73.95169439515688,22,51022
INF_0303,infrastructure,barrier:gate,,infrastructure,E02267,Unnamed gate,useful_infrastructure; barrier:gate,infrastructure,#7f7f7f,Entrance / gate,barrier,gate,Entrance / gate,Entrance / gate,Unnamed gate,Unnamed gate,,missing_name,True,0.0,20,5,1,51,40.79451790000001,-73.9522293,23,51023
INF_0272,infrastructure,barrier:gate,,infrastructure,E13714,The Emily Mumford Gate,useful_infrastructure; barrier:gate,infrastructure,#7f7f7f,Entrance / gate,barrier,gate,Entrance / gate,Entrance / gate,The Emily Mumford Gate,The Emily Mumford Gate,The Emily Mumford Gate,named,False,0.0,20,5,1,51,40.7945162,-73.951768,24,51024
N3701,junction,,3.0,graph,,N3701,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79451449750488,-73.95166350077895,25,51025
INF_0107,infrastructure,amenity:drinking_water,,infrastructure,E03772,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,8.559200751044274,20,5,1,51,40.79449009877537,-73.9513706599047,26,51026
N2321,junction,,3.0,graph,,N2321,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794481797051596,-73.95200360190522,27,51027
N9247,junction,,3.0,graph,,N9247,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79446410150947,-73.95180690122704,28,51028
N3746,junction,,3.0,graph,,N3746,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794432399780916,-73.95140919863982,29,51029
N2279,junction,,3.0,graph,,N2279,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794422998749305,-73.95226040468684,30,51030
N9238,junction,,3.0,graph,,N9238,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79439709744111,-73.95198440393376,31,51031
N2280,junction,,3.0,graph,,N2280,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79439139804783,-73.9522803054385,32,51032
N9230,junction,,3.0,graph,,N9230,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79439029776165,-73.95186359498385,33,51033
N2302,junction,,3.0,graph,,N2302,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794358098545224,-73.95219150227454,34,51034
N9150,junction,,3.0,graph,,N9150,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79435059626576,-73.95168690546922,35,51035
N9207,junction,,3.0,graph,,N9207,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79433109735034,-73.95190649873499,36,51036
N2278,junction,,3.0,graph,,N2278,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79432069740937,-73.95208949982671,37,51037
N9190,junction,,3.0,graph,,N9190,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79431679770386,-73.95179109446586,38,51038
N2296,dead_end,,1.0,graph,,N2296,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79431430106063,-73.95275420438935,39,51039
N9182,junction,,3.0,graph,,N9182,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794287698614106,-73.95201200018904,40,51040
INF_0038,infrastructure,amenity:drinking_water,,infrastructure,E02281,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,1.0488863204919332,20,5,1,51,40.79424882399792,-73.95260543016326,41,51041
INF_0279,infrastructure,tourism:artwork,,infrastructure,E09528,Three Dancing Maidens – Untermyer Fountain,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Three Dancing Maidens – Untermyer Fountain,Three Dancing Maidens – Untermyer Fountain,,,False,5.063818041142222,20,5,1,51,40.79424408500866,-73.95189574028325,42,51042
N9164,junction,,3.0,graph,,N9164,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.7942395027067,-73.95189880040151,43,51043
N2295,junction,,3.0,graph,,N2295,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79423860114651,-73.95258220529647,44,51044
N3747,junction,,3.0,graph,,N3747,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794229402508115,-73.95154760350687,45,51045
N2258,junction,,3.0,graph,,N2258,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79421089861785,-73.9521176948297,46,51046
N9133,junction,,3.0,graph,,N9133,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794206502816174,-73.95182119429009,47,51047
N9141,junction,,3.0,graph,,N9141,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79419579590534,-73.95200410505278,48,51048
N2259,junction,,3.0,graph,,N2259,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79417709976839,-73.95222189524773,49,51049
N9110,junction,,3.0,graph,,N9110,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79417350271423,-73.9517167998058,50,51050
INF_0020,infrastructure,amenity:toilets,,infrastructure,E02282,Central Park Conservancy,useful_infrastructure; amenity:toilets,infrastructure,#1f77b4,Restroom,amenity,toilets,Restroom,Restroom,Central Park Conservancy,Central Park Conservancy,,,False,8.60377668987629,20,5,1,51,40.79415595253739,-73.95264862377489,51,51051
N2297,junction,,3.0,graph,,N2297,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79414130027156,-73.95266040171462,52,51052
N2267,junction,,3.0,graph,,N2267,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79413660081895,-73.95204760113121,53,51053
N9101,junction,,3.0,graph,,N9101,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794131101886045,-73.9519242000251,54,51054
N9142,junction,,3.0,graph,,N9142,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794128001965134,-73.95161670332331,55,51055
N3679,junction,,4.0,graph,,N3679,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794068502870644,-73.95271090287206,56,51056
N9100,junction,,3.0,graph,,N9100,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.794046402259745,-73.95190500224646,57,51057
N3688,junction,,3.0,graph,,N3688,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79396719918335,-73.9527838041246,58,51058
N3655,junction,,3.0,graph,,N3655,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79386030158752,-73.95286269596528,59,51059
N3699,junction,,3.0,graph,,N3699,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79380959924725,-73.95187020354719,60,51060
N3622,junction,,4.0,graph,,N3622,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.793758199878674,-73.9529380036428,61,51061
N3698,junction,,3.0,graph,,N3698,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79373689678767,-73.9519212016491,62,51062
INF_0021,infrastructure,amenity:toilets,,infrastructure,E03638,Central Park Conservancy,useful_infrastructure; amenity:toilets,infrastructure,#1f77b4,Restroom,amenity,toilets,Restroom,Restroom,Central Park Conservancy,Central Park Conservancy,,,False,8.689514378481496,20,5,1,51,40.79368087464522,-73.9529943557723,63,51063
N3612,junction,,3.0,graph,,N3612,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79367559917253,-73.95299820005273,64,51064
N3611,dead_end,,1.0,graph,,N3611,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.7936371956377,-73.95314899534443,65,51065
INF_0331,infrastructure,barrier:gate,,infrastructure,E03720,Vanderbilt Gate,useful_infrastructure; barrier:gate,infrastructure,#7f7f7f,Entrance / gate,barrier,gate,Entrance / gate,Entrance / gate,Vanderbilt Gate,Vanderbilt Gate,Vanderbilt Gate,named,False,13.166271643827049,20,5,1,51,40.79362566012524,-73.95200487601463,66,51066
INF_0039,infrastructure,amenity:drinking_water,,infrastructure,E03627,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,1.0629906220767946,20,5,1,51,40.793603083803696,-73.95307728472558,67,51067
N3610,junction,,3.0,graph,,N3610,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79359409750782,-73.95305840275186,68,51068
N3617,junction,,3.0,graph,,N3617,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.793435200793716,-73.95243230185379,69,51069
N3640,junction,,3.0,graph,,N3640,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79342930246485,-73.95214980324772,70,51070
N3618,junction,,3.0,graph,,N3618,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.7933400025809,-73.95220830397633,71,51071
N3620,junction,,4.0,graph,,N3620,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.793323701176725,-73.95251229716753,72,51072
N3616,junction,,3.0,graph,,N3616,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79332100188699,-73.9530634990643,73,51073
N9327,junction,,4.0,graph,,N9327,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.793283897956435,-73.952975301937,74,51074
N9351,junction,,4.0,graph,,N9351,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79327199587466,-73.95254830183828,75,51075
N9361,junction,,3.0,graph,,N9361,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.793259098451735,-73.95268850193766,76,51076
N9349,junction,,4.0,graph,,N9349,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79325549556942,-73.95290790082268,77,51077
N9358,junction,,3.0,graph,,N9358,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79322490289037,-73.95283540177678,78,51078
N9359,junction,,3.0,graph,,N9359,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.793216396375826,-73.95258699905143,79,51079
N9360,junction,,3.0,graph,,N9360,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79321099883884,-73.95272179467287,80,51080
N9335,junction,,3.0,graph,,N9335,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79314299926239,-73.95264089898222,81,51081
INF_0017,infrastructure,tourism:artwork,,infrastructure,E09723,Burnett Memorial Fountain,useful_infrastructure; tourism:artwork,infrastructure,#9467bd,Information / landmark,tourism,artwork,Information / landmark,Information / landmark,Burnett Memorial Fountain,Burnett Memorial Fountain,,,False,2.911916874779331,20,5,1,51,40.79313503517162,-73.95277578940195,82,51082
N9341,junction,,3.0,graph,,N9341,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79311780133099,-73.95285410573938,83,51083
N9305,junction,,4.0,graph,,N9305,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79311239655021,-73.952568305514,84,51084
N9311,junction,,4.0,graph,,N9311,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79308749844926,-73.95292669617395,85,51085
N9288,junction,,4.0,graph,,N9288,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79308410201349,-73.9525009030512,86,51086
N9297,junction,,3.0,graph,,N9297,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79307360384956,-73.95275059957822,87,51087
N9296,junction,,4.0,graph,,N9296,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.793059196997206,-73.95299450200562,88,51088
N3642,junction,,3.0,graph,,N3642,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79304689944224,-73.9524128029257,89,51089
N9273,junction,,3.0,graph,,N9273,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79302179755222,-73.95308420113241,90,51090
N9280,junction,,4.0,graph,,N9280,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79301079792512,-73.95275360155429,91,51091
N9264,junction,,4.0,graph,,N9264,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79295250421198,-73.95275649705859,92,51092
N3635,junction,,3.0,graph,,N3635,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79288229712616,-73.95265569947098,93,51093
N3639,junction,,3.0,graph,,N3639,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79288070119144,-73.95281929689543,94,51094
INF_0050,infrastructure,amenity:drinking_water,,infrastructure,E02162,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.224502457732253,20,5,1,51,40.79287999992298,-73.95433780907258,95,51095
N9263,junction,,3.0,graph,,N9263,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79287620111985,-73.95276019709245,96,51096
N2214,junction,,3.0,graph,,N2214,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.792835697874594,-73.95359899903636,97,51097
N3609,junction,,3.0,graph,,N3609,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.792777598506305,-73.95277240242805,98,51098
INF_0302,infrastructure,barrier:gate,,infrastructure,E03625,Unnamed gate,useful_infrastructure; barrier:gate,infrastructure,#7f7f7f,Entrance / gate,barrier,gate,Entrance / gate,Entrance / gate,Unnamed gate,Unnamed gate,,missing_name,True,0.0,20,5,1,51,40.7927428,-73.9527807,99,51099
N2221,junction,,3.0,graph,,N2221,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79259820193325,-73.95322359739546,100,51100
N2185,junction,,3.0,graph,,N2185,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79251970406004,-73.95376199666883,101,51101
N2207,junction,,3.0,graph,,N2207,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.792199101629585,-73.95358070137368,102,51102
N2172,junction,,3.0,graph,,N2172,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79211490198171,-73.95372289552502,103,51103
N3553,junction,,3.0,graph,,N3553,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79157549556477,-73.95428179754467,104,51104
INF_0079,infrastructure,amenity:drinking_water,,infrastructure,E03300,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,3.5717327706228255,20,5,1,51,40.79155597814823,-73.95541692136582,105,51105
N3302,junction,,3.0,graph,,N3302,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79127480438029,-73.95532179690775,106,51106
N3277,junction,,3.0,graph,,N3277,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.7910984045027,-73.95535380265628,107,51107
N3267,junction,,3.0,graph,,N3267,,core,red,Core candidate node,,,,,,,,,,,20,5,1,51,40.79062529632329,-73.95468849623451,108,51108
N7674,junction,,3.0,graph,,N7674,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.798115902238244,-73.9526750991068,1,52001
N7683,junction,,3.0,graph,,N7683,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79805769789226,-73.95254989938257,2,52002
INF_0059,infrastructure,amenity:drinking_water,,infrastructure,E14275,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,2.416897304446147,21,5,2,52,40.79801706095266,-73.95246242815355,3,52003
INF_0164,infrastructure,tourism:information,,infrastructure,E01962,Information,useful_infrastructure; tourism:information,infrastructure,#9467bd,Information / landmark,tourism,information,Information / landmark,Information / landmark,Information,Information,,,False,3.1830008864589177,21,5,2,52,40.79796682542448,-73.95245555553716,4,52004
N1954,junction,,3.0,graph,,N1954,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79785190407204,-73.95250740191558,5,52005
N7632,dead_end,,1.0,graph,,N7632,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79773889628989,-73.95207110453329,6,52006
INF_0127,infrastructure,leisure:playground,,infrastructure,E07824,East 110th Street Playground,useful_infrastructure; leisure:playground,infrastructure,#e377c2,Recreation,leisure,playground,Recreation,Recreation,East 110th Street Playground,East 110th Street Playground,,,False,10.444993396244932,21,5,2,52,40.797737377339814,-73.95207163867713,7,52007
INF_0115,infrastructure,amenity:drinking_water,,infrastructure,E07813,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,12.22486170402913,21,5,2,52,40.79763350000001,-73.9518457,8,52008
INF_0126,infrastructure,leisure:playground,,infrastructure,E07809,East 110th Street Playground,useful_infrastructure; leisure:playground,infrastructure,#e377c2,Recreation,leisure,playground,Recreation,Recreation,East 110th Street Playground,East 110th Street Playground,,,False,1.7588475971022568,21,5,2,52,40.79756926456986,-73.95174923145015,9,52009
N1970,junction,,3.0,graph,,N1970,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79752940314503,-73.95229479871074,10,52010
INF_0078,infrastructure,amenity:drinking_water,,infrastructure,E07798,Drinking Water,useful_infrastructure; amenity:drinking_water,infrastructure,#17becf,Drinking water,amenity,drinking_water,Drinking water,Drinking water,Drinking Water,Drinking Water,,,False,3.2315028508986674,21,5,2,52,40.797465634452266,-73.95156216319866,11,52011
INF_0313,infrastructure,barrier:gate,,infrastructure,E07784,Unnamed gate,useful_infrastructure; barrier:gate,infrastructure,#7f7f7f,Entrance / gate,barrier,gate,Entrance / gate,Entrance / gate,Unnamed gate,Unnamed gate,,missing_name,True,0.0,21,5,2,52,40.7973726,-73.9512767,12,52012
N13565,junction,,3.0,graph,,N13565,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79720419691092,-73.95145329919113,13,52013
N7578,junction,,3.0,graph,,N7578,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79719470129648,-73.951397700028,14,52014
N13566,dead_end,,1.0,graph,,N13566,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79718010022669,-73.95146030467083,15,52015
INF_0282,infrastructure,amenity:toilets,,infrastructure,E14282,Toilets,useful_infrastructure; amenity:toilets,infrastructure,#1f77b4,Restroom,amenity,toilets,Restroom,Restroom,Toilets,Toilets,,,False,2.8938588808150136,21,5,2,52,40.7971801,-73.9514603,16,52016
INF_0327,infrastructure,entrance:yes,,infrastructure,E14282,Unnamed yes entrance,useful_infrastructure; entrance:yes,infrastructure,#7f7f7f,Entrance / gate,entrance,yes,Entrance / gate,Entrance / gate,Unnamed yes entrance,Unnamed yes entrance,,missing_name,True,0.0,21,5,2,52,40.7971801,-73.9514603,17,52017
N13567,dead_end,,1.0,graph,,N13567,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79717120270199,-73.95140410342314,18,52018
INF_0023,infrastructure,tourism:information,,infrastructure,E14284,Charles A. Dana Discovery Center,useful_infrastructure; tourism:information,infrastructure,#9467bd,Information / landmark,tourism,information,Information / landmark,Information / landmark,Charles A. Dana Discovery Center,Charles A. Dana Discovery Center,,,False,10.96326200380833,21,5,2,52,40.79717120000001,-73.9514041,19,52019
INF_0328,infrastructure,entrance:yes,,infrastructure,E14284,Unnamed yes entrance,useful_infrastructure; entrance:yes,infrastructure,#7f7f7f,Entrance / gate,entrance,yes,Entrance / gate,Entrance / gate,Unnamed yes entrance,Unnamed yes entrance,,missing_name,True,0.0,21,5,2,52,40.79717120000001,-73.9514041,20,52020
N1327,junction,,3.0,graph,,N1327,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79655189945886,-73.95404120279865,21,52021
N2382,dead_end,,1.0,graph,,N2382,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.796519102638726,-73.95289439642252,22,52022
INF_0204,infrastructure,tourism:attraction,,infrastructure,E02368,Nutter's Battery,useful_infrastructure; tourism:attraction,infrastructure,#9467bd,Information / landmark,tourism,attraction,Information / landmark,Information / landmark,Nutter's Battery,Nutter's Battery,,,False,2.560664271677756,21,5,2,52,40.796519100000005,-73.9528944,23,52023
INF_0343,infrastructure,tourism:viewpoint,,infrastructure,E02368,Viewpoint,useful_infrastructure; tourism:viewpoint,infrastructure,#9467bd,Information / landmark,tourism,viewpoint,Information / landmark,Information / landmark,Viewpoint,Viewpoint,,,False,2.593531613812244,21,5,2,52,40.796519100000005,-73.9528944,24,52024
N2322,junction,,3.0,graph,,N2322,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.7964487024509,-73.95318029977103,25,52025
N2324,junction,,3.0,graph,,N2324,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79641550269478,-73.95313219746302,26,52026
N2375,junction,,3.0,graph,,N2375,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79636180237706,-73.95310620436832,27,52027
N2336,junction,,3.0,graph,,N2336,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79635680159147,-73.95360259681684,28,52028
INF_0310,infrastructure,barrier:gate,,infrastructure,E14215,Unnamed gate,useful_infrastructure; barrier:gate,infrastructure,#7f7f7f,Entrance / gate,barrier,gate,Entrance / gate,Entrance / gate,Unnamed gate,Unnamed gate,,missing_name,True,0.0,21,5,2,52,40.79635510000001,-73.9541439,29,52029
N1367,junction,,3.0,graph,,N1367,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79634919713798,-73.95233380289523,30,52030
N13496,junction,,4.0,graph,,N13496,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79627369830172,-73.9542442964825,31,52031
N2374,junction,,3.0,graph,,N2374,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.796243501264314,-73.95265020323673,32,52032
N13457,junction,,4.0,graph,,N13457,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79619809434875,-73.95425059191126,33,52033
N3891,junction,,3.0,graph,,N3891,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79619389861417,-73.95241969429998,34,52034
N3856,junction,,3.0,graph,,N3856,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79618869912359,-73.95239470555725,35,52035
INF_0326,infrastructure,entrance:yes,,infrastructure,E14223,Unnamed yes entrance,useful_infrastructure; entrance:yes,infrastructure,#7f7f7f,Entrance / gate,entrance,yes,Entrance / gate,Entrance / gate,Unnamed yes entrance,Unnamed yes entrance,,missing_name,True,0.0,21,5,2,52,40.7961794,-73.954249,36,52036
N13516,dead_end,,1.0,graph,,N13516,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.796179396636965,-73.95424900061305,37,52037
N3843,junction,,3.0,graph,,N3843,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79585709957943,-73.95247080323395,38,52038
N3809,junction,,3.0,graph,,N3809,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.795823098899035,-73.95252799789482,39,52039
N3810,junction,,3.0,graph,,N3810,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.7955005996842,-73.95310060265838,40,52040
N3789,junction,,3.0,graph,,N3789,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.795492897978505,-73.95301130060017,41,52041
N4849,junction,,3.0,graph,,N4849,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.795354495892006,-73.95364109471618,42,52042
N3716,junction,,3.0,graph,,N3716,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.795300003024025,-73.95288529411312,43,52043
N5206,junction,,4.0,graph,,N5206,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79523960191746,-73.9534661040201,44,52044
N3830,junction,,3.0,graph,,N3830,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.795191303403215,-73.95331760351884,45,52045
N0312,junction,,3.0,graph,,N0312,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.795120504445364,-73.95370170108292,46,52046
N9396,junction,,3.0,graph,,N9396,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79508400406957,-73.9536502019276,47,52047
N5353,junction,,3.0,graph,,N5353,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.795065096769775,-73.95344970123934,48,52048
N4855,junction,,3.0,graph,,N4855,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79505609951263,-73.9551446023042,49,52049
N12308,junction,,3.0,graph,,N12308,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79504609754979,-73.9552029951541,50,52050
N4902,junction,,3.0,graph,,N4902,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79482619776291,-73.9548332973279,51,52051
N9386,junction,,3.0,graph,,N9386,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79481380041369,-73.95387189547661,52,52052
N12299,junction,,3.0,graph,,N12299,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79476530057139,-73.95528180145067,53,52053
N9392,dead_end,,1.0,graph,,N9392,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79472639935463,-73.95406740247802,54,52054
N4860,junction,,3.0,graph,,N4860,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79469850331754,-73.9549902950516,55,52055
N1978,junction,,3.0,graph,,N1978,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79463480098992,-73.95535489649129,56,52056
N1976,junction,,3.0,graph,,N1976,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79444639588196,-73.95529169639624,57,52057
N0299,junction,,4.0,graph,,N0299,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79440460090075,-73.95512000403676,58,52058
N3654,dead_end,,1.0,graph,,N3654,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79434670053227,-73.95447520171396,59,52059
N0297,junction,,3.0,graph,,N0297,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79432180028092,-73.95478130150308,60,52060
N4862,junction,,3.0,graph,,N4862,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.794156401224214,-73.95525110523734,61,52061
N0314,junction,,3.0,graph,,N0314,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.79404459808192,-73.95486510177184,62,52062
N3628,junction,,3.0,graph,,N3628,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.7940293037333,-73.95443080061814,63,52063
N2196,junction,,3.0,graph,,N2196,,core,red,Core candidate node,,,,,,,,,,,21,5,2,52,40.793562995661425,-73.95421009690413,64,52064
